"Time","input"
0.498,0
0.5,0
0.502,0
0.504,0
0.506,0
0.508,0
0.51,0
0.512,0
0.514,0
0.516,0
0.518,0
0.52,0
0.522,0
0.524,0
0.526,0
0.528,0
0.53,0
0.532,0
0.534,0
0.536,0
0.538,0
0.54,0
0.542,0
0.544,0
0.546,0
0.548,0
0.55,0
0.552,0
0.554,0
0.556,0
0.558,0
0.56,0
0.562,0
0.564,0
0.566,0
0.568,0
0.57,0
0.572,0
0.574,0
0.576,0
0.578,0
0.58,0
0.582,0
0.584,0
0.586,0
0.588,0
0.59,0
0.592,0
0.594,0
0.596,0
0.598,0
0.6,0
0.602,0
0.604,0
0.606,0
0.608,0
0.61,0
0.612,0
0.614,0
0.616,0
0.618,0
0.62,0
0.622,0
0.624,0
0.626,0
0.628,0
0.63,0
0.632,0
0.634,0
0.636,0
0.638,0
0.64,0
0.642,0
0.644,0
0.646,0
0.648,0
0.65,0
0.652,0
0.654,0
0.656,0
0.658,0
0.66,0
0.662,0
0.664,0
0.666,0
0.668,0
0.67,0
0.672,0
0.674,0
0.676,0
0.678,0
0.68,0
0.682,0
0.684,0
0.686,0
0.688,0
0.69,0
0.692,0
0.694,0
0.696,0
0.698,0
0.7,0
0.702,0
0.704,0
0.706,0
0.708,0
0.71,0
0.712,0
0.714,0
0.716,0
0.718,0
0.72,0
0.722,0
0.724,0
0.726,0
0.728,0
0.73,0
0.732,0
0.734,0
0.736,0
0.738,0
0.74,0
0.742,0
0.744,0
0.746,0
0.748,0
0.75,0
0.752,0
0.754,0
0.756,0
0.758,0
0.76,0
0.762,0
0.764,0
0.766,0
0.768,0
0.77,0
0.772,0
0.774,0
0.776,0
0.778,0
0.78,0
0.782,0
0.784,0
0.786,0
0.788,0
0.79,0
0.792,0
0.794,0
0.796,0
0.798,0
0.8,0
0.802,0
0.804,0
0.806,0
0.808,0
0.81,0
0.812,0
0.814,0
0.816,0
0.818,0
0.82,0
0.822,0
0.824,0
0.826,0
0.828,0
0.83,0
0.832,0
0.834,0
0.836,0
0.838,0
0.84,0
0.842,0
0.844,0
0.846,0
0.848,0
0.85,0
0.852,0
0.854,0
0.856,0
0.858,0
0.86,0
0.862,0
0.864,0
0.866,0
0.868,0
0.87,0
0.872,0
0.874,0
0.876,0
0.878,0
0.88,0
0.882,0
0.884,0
0.886,0
0.888,0
0.89,0
0.892,0
0.894,0
0.896,0
0.898,0
0.9,0
0.902,0
0.904,0
0.906,0
0.908,0
0.91,0
0.912,0
0.914,0
0.916,0
0.918,0
0.92,0
0.922,0
0.924,0
0.926,0
0.928,0
0.93,0
0.932,0
0.934,0
0.936,0
0.938,0
0.94,0
0.942,0
0.944,0
0.946,0
0.948,0
0.95,0
0.952,0
0.954,0
0.956,0
0.958,0
0.96,0
0.962,0
0.964,0
0.966,0
0.968,0
0.97,0
0.972,0
0.974,0
0.976,0
0.978,0
0.98,0
0.982,0
0.984,0
0.986,0
0.988,0
0.99,0
0.992,0
0.994,0
0.996,0
0.998,0
1,0.2
1.002,0.2
1.004,0.2
1.006,0.2
1.008,0.2
1.01,0.2
1.012,0.2
1.014,0.2
1.016,0.2
1.018,0.2
1.02,0.2
1.022,0.2
1.024,0.2
1.026,0.2
1.028,0.2
1.03,0.2
1.032,0.2
1.034,0.2
1.036,0.2
1.038,0.2
1.04,0.2
1.042,0.2
1.044,0.2
1.046,0.2
1.048,0.2
1.05,0.2
1.052,0.2
1.054,0.2
1.056,0.2
1.058,0.2
1.06,0.2
1.062,0.2
1.064,0.2
1.066,0.2
1.068,0.2
1.07,0.2
1.072,0.2
1.074,0.2
1.076,0.2
1.078,0.2
1.08,0.2
1.082,0.2
1.084,0.2
1.086,0.2
1.088,4.12762
1.09,4.12763
1.092,4.12764
1.094,4.12764
1.096,4.1275
1.098,4.12728
1.1,3.92734
1.102,3.92707
1.104,3.92622
1.106,3.92584
1.108,3.92543
1.11,3.92417
1.112,3.92275
1.114,3.92122
1.116,3.92091
1.118,3.9178
1.12,3.91608
1.122,3.91433
1.124,3.91064
1.126,3.9089
1.128,3.90494
1.13,3.90087
1.132,3.89672
1.134,3.89251
1.136,3.88825
1.138,3.88395
1.14,3.8796
1.142,3.87183
1.144,3.86754
1.146,3.85948
1.148,3.85525
1.15,3.84693
1.152,3.83853
1.154,3.83446
1.156,3.82579
1.158,3.81706
1.16,3.80826
1.162,3.79938
1.164,3.79043
1.166,3.78138
1.168,3.77755
1.17,3.76806
1.172,3.75846
1.174,3.74875
1.176,3.73892
1.178,3.72895
1.18,3.71883
1.182,3.70857
1.184,3.69813
1.186,3.68753
1.188,3.68304
1.19,3.67178
1.192,3.66037
1.194,3.64879
1.196,3.64358
1.198,3.63135
1.2,3.62558
1.202,3.61275
1.204,3.60648
1.206,3.59308
1.208,3.58633
1.21,3.57916
1.212,3.56485
1.214,3.5573
1.216,3.54937
1.218,3.54109
1.22,3.53249
1.222,3.52359
1.224,3.51441
1.226,3.50497
1.228,3.50207
1.23,3.49186
1.232,3.48146
1.234,3.47765
1.236,3.47332
1.238,3.46192
1.24,3.45709
1.242,3.45186
1.244,3.44629
1.246,3.43387
1.248,3.43451
1.25,3.42808
1.252,3.42143
1.254,3.41459
1.256,3.40757
1.258,3.40669
1.26,3.39914
1.262,3.39767
1.264,3.38972
1.266,3.38781
1.268,3.38558
1.27,3.38306
1.272,3.38031
1.274,3.37736
1.276,3.37423
1.278,3.37096
1.28,3.36755
1.282,3.3696
1.284,3.36583
1.286,3.3674
1.288,3.36339
1.29,3.36463
1.292,3.36564
1.294,3.36646
1.296,3.3621
1.298,3.36279
1.3,3.36335
1.302,3.36859
1.304,3.36884
1.306,3.36905
1.308,3.37375
1.31,3.37382
1.312,3.37824
1.314,3.37826
1.316,3.38249
1.318,-3.3866
1.32,-3.39061
1.322,-3.39455
1.324,-3.39844
1.326,-3.40592
1.328,-3.40973
1.33,-3.41693
1.332,-3.42398
1.334,-3.43093
1.336,-3.44064
1.338,-3.44748
1.34,-3.45681
1.342,-3.46597
1.344,-3.47504
1.346,-3.48585
1.348,-3.49641
1.35,-3.50548
1.352,-3.51573
1.354,-3.52674
1.356,-3.53747
1.358,-3.54774
1.36,-3.55807
1.362,-3.5684
1.364,-3.57869
1.366,-3.58808
1.368,-3.59731
1.37,-3.60486
1.372,-3.61212
1.374,-3.61917
1.376,-3.62606
1.378,-3.6328
1.38,-3.63604
1.382,-3.63517
1.384,-3.63819
1.386,-3.63633
1.388,-3.63413
1.39,-3.62603
1.392,-3.62355
1.394,-3.61428
1.396,-3.59759
1.398,-3.58034
1.4,-3.57058
1.402,-3.54338
1.404,-3.52456
1.406,-3.5051
1.408,-3.47509
1.41,-3.4444
1.412,-3.41299
1.414,-3.39198
1.416,-3.35826
1.418,-3.32362
1.42,-3.28799
1.422,-3.26392
1.424,-3.28848
1.426,-3.41164
1.428,-3.46924
1.43,-3.55455
1.432,-3.62245
1.434,-3.68381
1.436,-3.71877
1.438,-3.74684
1.44,-3.76937
1.442,-3.77718
1.444,-3.78338
1.446,-3.78826
1.448,-3.79665
1.45,-3.80344
1.452,-3.81291
1.454,-3.82061
1.456,-3.8269
1.458,-3.82898
1.46,-3.83067
1.462,-3.82909
1.464,-3.82747
1.466,-3.82581
1.468,-3.82411
1.47,-3.82533
1.472,-3.82632
1.474,-3.82712
1.476,-3.82777
1.478,-3.82829
1.48,-3.82618
1.482,-3.82407
1.484,-3.82195
1.486,-3.81704
1.488,-3.81497
1.49,-3.81573
1.492,-3.81358
1.494,-3.81143
1.496,-3.80928
1.498,-3.80712
1.5,-3.80495
1.502,-3.79973
1.504,-3.79762
1.506,-3.79229
1.508,-3.79024
1.51,-3.78816
1.512,-3.78271
1.514,-3.78068
1.516,-3.77157
1.518,-3.75833
1.52,-3.74025
1.522,-3.7261
1.524,-3.71174
1.526,-3.69723
1.528,-3.68796
1.53,-3.67323
1.532,-3.66405
1.534,-3.6548
1.536,-3.64548
1.538,-3.6418
1.54,-3.64881
1.542,-3.65449
1.544,-3.66395
1.546,-3.67187
1.548,-3.67428
1.55,-3.67622
1.552,-3.67367
1.554,-3.67518
1.556,-3.6724
1.558,-3.6736
1.56,-3.67835
1.562,-3.67897
1.564,-3.68299
1.566,-3.68329
1.568,-3.68352
1.57,-3.68371
1.572,-3.68708
1.574,-3.68714
1.576,-3.6872
1.578,-3.69026
1.58,-3.69027
1.582,-3.69027
1.584,-3.69028
1.586,-3.69028
1.588,-3.69029
1.59,-3.68731
1.592,-3.68733
1.594,-3.68735
1.596,-3.68736
1.598,-3.68737
1.6,-3.68738
1.602,-3.68739
1.604,-3.6874
1.606,-3.6874
1.608,-3.68741
1.61,-3.68741
1.612,-3.68741
1.614,-3.68741
1.616,-3.68443
1.618,-3.68445
1.62,-3.68446
1.622,-3.68448
1.624,-3.68449
1.626,-3.68449
1.628,-3.6845
1.63,-3.68148
1.632,-3.6815
1.634,-3.68153
1.636,-3.68154
1.638,-3.68156
1.64,-3.68157
1.642,-3.68158
1.644,-3.68159
1.646,-3.68159
1.648,-3.6816
1.65,-3.6816
1.652,-3.67857
1.654,-3.6786
1.656,-3.67861
1.658,-3.67863
1.66,-3.67864
1.662,-3.67865
1.664,-3.67866
1.666,-3.67866
1.668,-3.67867
1.67,-3.67867
1.672,-3.67868
1.674,-3.67868
1.676,-3.67868
1.678,-3.67868
1.68,-3.67868
1.682,-3.67869
1.684,-3.67869
1.686,-3.67869
1.688,-3.67869
1.69,-3.67869
1.692,-3.67869
1.694,-3.67869
1.696,-3.67869
1.698,-3.67869
1.7,-3.67869
1.702,-3.67869
1.704,-3.67869
1.706,-3.67869
1.708,-3.67869
1.71,-3.67869
1.712,-3.67869
1.714,-3.67869
1.716,3.68157
1.718,3.68158
1.72,3.68159
1.722,3.68159
1.724,3.68439
1.726,3.68712
1.728,3.68717
1.73,3.68985
1.732,3.68993
1.734,3.69257
1.736,3.69516
1.738,3.69533
1.74,3.6979
1.742,3.70045
1.744,3.70298
1.746,3.7055
1.748,3.71007
1.75,3.7126
1.752,3.71512
1.754,3.71946
1.756,3.72371
1.758,3.7279
1.76,3.73204
1.762,3.73734
1.764,3.74244
1.766,3.74662
1.768,3.75149
1.77,3.75628
1.772,3.76123
1.774,3.76597
1.776,3.77051
1.778,3.77491
1.78,3.77919
1.782,3.78245
1.784,3.78671
1.786,3.78948
1.788,3.7921
1.79,3.7946
1.792,3.79699
1.794,3.79677
1.796,3.79916
1.798,3.79841
1.8,3.79749
1.802,3.79643
1.804,3.79521
1.806,3.78963
1.808,3.78835
1.81,3.78211
1.812,3.77565
1.814,3.76897
1.816,3.76205
1.818,3.75486
1.82,3.74738
1.822,3.73957
1.824,3.72469
1.826,3.71654
1.828,3.7007
1.83,3.69204
1.832,3.68279
1.834,3.66508
1.836,3.65511
1.838,3.64443
1.84,3.6246
1.842,3.61302
1.844,3.60063
1.846,3.58744
1.848,3.57344
1.85,3.55863
1.852,3.54302
1.854,3.53593
1.856,3.54584
1.858,3.56163
1.86,3.58227
1.862,3.59875
1.864,3.62691
1.866,3.64972
1.868,3.66162
1.87,3.67735
1.872,3.69009
1.874,3.69483
1.876,3.70377
1.878,3.71101
1.88,3.71687
1.882,3.72614
1.884,3.73383
1.886,3.73632
1.888,3.73834
1.89,3.74363
1.892,3.74816
1.894,3.74889
1.896,3.75261
1.898,3.75592
1.9,3.75611
1.902,3.75902
1.904,3.7617
1.906,3.7642
1.908,-3.76657
1.91,-3.76883
1.912,-3.77304
1.914,-3.77512
1.916,-3.77893
1.918,-3.78399
1.92,-3.78738
1.922,-3.79173
1.924,-3.79497
1.926,-3.79887
1.928,-3.80295
1.93,-3.80657
1.932,-3.81009
1.934,-3.81269
1.936,-3.81558
1.938,-3.81728
1.94,-3.81864
1.942,-3.81976
1.944,-3.81862
1.946,-3.81708
1.948,-3.81525
1.95,-3.81319
1.952,-3.80743
1.954,-3.80129
1.956,-3.79488
1.958,-3.78822
1.96,-3.77628
1.962,-3.76398
1.964,-3.75137
1.966,-3.73847
1.968,-3.72528
1.97,-3.7048
1.972,-3.69135
1.974,-3.66983
1.976,-3.64795
1.978,-3.6257
1.98,-3.61177
1.982,-3.58819
1.984,-3.56415
1.986,-3.53959
1.988,-3.51447
1.99,-3.53798
1.992,-3.584
1.994,-3.61311
1.996,-3.67545
1.998,-3.71774
2,-3.75127
2.002,-3.77784
2.004,-3.80353
2.006,-3.8153
2.008,-3.82093
2.01,-3.82915
2.012,-3.83247
2.014,-3.83187
2.016,-3.8405
2.018,-3.84476
2.02,-3.84831
2.022,-3.85131
2.024,-3.85386
2.026,-3.85607
2.028,-3.85617
2.03,-3.85432
2.032,-3.85445
2.034,-3.85455
2.036,-3.85464
2.038,-3.8547
2.04,-3.85476
2.042,-3.8548
2.044,-3.85658
2.046,-3.85485
2.048,-3.85488
2.05,-3.85308
2.052,-3.85122
2.054,-3.85131
2.056,-3.84942
2.058,-3.84748
2.06,-3.84765
2.062,-3.84778
2.064,-3.84583
2.066,-3.84385
2.068,-3.83951
2.07,-3.83749
2.072,-3.83291
2.074,-3.83091
2.076,-3.82891
2.078,-3.82412
2.08,-3.82217
2.082,-3.82021
2.084,-3.81526
2.086,-3.81026
2.088,-3.80521
2.09,-3.80014
2.092,-3.79505
2.094,-3.78993
2.096,-3.78481
2.098,-3.77967
2.1,-3.77452
2.102,-3.76936
2.104,-3.76012
2.106,-3.75503
2.108,-3.74563
2.11,-3.74062
2.112,-3.73556
2.114,-3.72592
2.116,-3.72092
2.118,-3.71585
2.12,-3.70596
2.122,-3.69605
2.124,-3.68612
2.126,-3.67616
2.128,-3.67142
2.13,-3.66128
2.132,-3.65111
2.134,-3.64636
2.136,-3.63598
2.138,-3.62557
2.14,-3.61513
2.142,-3.60464
2.144,-3.59412
2.146,-3.58354
2.148,-3.5729
2.15,-3.56221
2.152,-3.55144
2.154,-3.54061
2.156,-3.52969
2.158,-3.5187
2.16,-3.50762
2.162,-3.49645
2.164,-3.48519
2.166,-3.47383
2.168,-3.46238
2.17,-3.44405
2.172,-3.43265
2.174,-3.42112
2.176,-3.40946
2.178,-3.39767
2.18,-3.38575
2.182,-3.3737
2.184,-3.36153
2.186,-3.34924
2.188,-3.33682
2.19,-3.32429
2.192,-3.31163
2.194,-3.29885
2.196,-3.28595
2.198,-3.27294
2.2,-3.25981
2.202,-3.25399
2.204,-3.24038
2.206,-3.22668
2.208,-3.2129
2.21,-3.19903
2.212,-3.1926
2.214,-3.17831
2.216,-3.16396
2.218,-3.1571
2.22,-3.14238
2.222,-3.13517
2.224,-3.12012
2.226,-3.11261
2.228,-3.09728
2.23,-3.08951
2.232,-3.07392
2.234,-3.06592
2.236,-3.05766
2.238,-3.04917
2.24,-3.04048
2.242,-3.03159
2.244,-3.02254
2.246,-3.01334
2.248,-3.004
2.25,-2.99454
2.252,-2.98497
2.254,-2.97529
2.256,-2.96551
2.258,-2.96294
2.26,-2.95278
2.262,-2.94978
2.264,-2.93933
2.266,-2.936
2.268,-2.93239
2.27,-2.92155
2.272,-2.91775
2.274,-2.91374
2.276,-2.90955
2.278,-2.90521
2.28,-2.90074
2.282,-2.89615
2.284,-2.89147
2.286,-2.8867
2.288,-2.88844
2.29,-2.88339
2.292,-2.87831
2.294,-2.87962
2.296,-2.88069
2.298,-2.87532
2.3,-2.87619
2.302,-2.8769
2.304,-2.87139
2.306,-2.872
2.308,-2.87249
2.31,-2.87289
2.312,-2.87321
2.314,-2.87923
2.316,-2.87936
2.318,-2.87946
2.32,-2.88509
2.322,-2.88512
2.324,-2.88514
2.326,-2.89055
2.328,2.89582
2.33,2.89583
2.332,2.90609
2.334,2.90615
2.336,2.91612
2.338,2.92112
2.34,2.9261
2.342,2.93108
2.344,2.94061
2.346,2.94561
2.348,2.95499
2.35,2.96429
2.352,2.97355
2.354,2.98279
2.356,2.99581
2.358,3.01554
2.36,3.0477
2.362,3.07466
2.364,3.08689
2.366,3.09978
2.368,3.1247
2.37,3.14479
2.372,3.16428
2.374,3.18239
2.376,3.19784
2.378,3.21561
2.38,3.23545
2.382,3.2502
2.384,3.26147
2.386,3.27978
2.388,3.28125
2.39,3.28669
2.392,3.29729
2.394,3.30765
2.396,3.30477
2.398,3.3085
2.4,3.31179
2.402,3.29834
2.404,3.28418
2.406,3.26931
2.408,3.24357
2.41,3.21693
2.412,3.1893
2.414,3.14853
2.416,3.11932
2.418,3.07545
2.42,3.03023
2.422,2.98353
2.424,2.95014
2.426,2.89913
2.428,2.86211
2.43,2.8225
2.432,2.76368
2.434,2.71984
2.436,2.69033
2.438,2.6396
2.44,2.60383
2.442,2.56434
2.444,2.53922
2.446,2.50948
2.448,2.47544
2.45,2.43739
2.452,2.39559
2.454,2.36851
2.456,2.33686
2.458,2.30104
2.46,2.27951
2.462,2.2351
2.464,2.20569
2.466,2.17218
2.468,2.13498
2.47,2.1122
2.472,2.06743
2.474,2.0377
2.476,2.00435
2.478,1.9678
2.48,1.9284
2.482,1.90356
2.484,1.85822
2.486,1.82788
2.488,1.79463
2.49,1.75883
2.492,1.73713
2.494,1.69602
2.496,1.66938
2.498,1.64012
2.5,1.60858
2.502,1.57509
2.504,1.5399
2.506,-1.50325
2.508,-1.48041
2.51,-1.45529
2.512,-1.42823
2.514,-1.39949
2.516,-1.36933
2.518,-1.35207
2.52,-1.31871
2.522,-1.29838
2.524,-1.27633
2.526,-1.25282
2.528,-1.22807
2.53,-1.20227
2.532,-1.18843
2.534,-1.16019
2.536,-1.14392
2.538,-1.12626
2.54,-1.10742
2.542,-1.08759
2.544,-1.07863
2.546,-1.05651
2.548,-1.04526
2.55,-1.03271
2.552,-1.01908
2.554,-1.00452
2.556,-0.989184
2.558,-0.973198
2.56,-0.966949
2.562,-0.959435
2.564,-0.940977
2.566,-0.932128
2.568,-0.931972
2.57,-0.921018
2.572,-0.909546
2.574,-0.906677
2.576,-0.902764
2.578,-0.889314
2.58,-0.884299
2.582,-0.886932
2.584,-0.880205
2.586,-0.873057
2.588,-0.87343
2.59,-0.872952
2.592,-0.871767
2.594,-0.869997
2.596,-0.867741
2.598,-0.865081
2.6,-0.86899
2.602,-0.872157
2.604,-0.874722
2.606,-0.87039
2.608,-0.878603
2.61,-0.879943
2.612,-0.881029
2.614,-0.887759
2.616,-0.893998
2.618,-0.899859
2.62,-0.905432
2.622,-0.910788
2.624,-0.915983
2.626,0.926045
2.628,0.930981
2.63,0.940635
2.632,0.950122
2.634,0.959512
2.636,0.96886
2.638,0.978205
2.64,0.991679
2.642,1.00115
2.644,1.01459
2.646,1.03174
2.648,1.0454
2.65,1.05922
2.652,1.07322
2.654,1.09062
2.656,1.10824
2.658,1.12612
2.66,1.14432
2.662,1.16283
2.664,1.18422
2.666,1.20601
2.668,1.22604
2.67,1.24856
2.672,1.27157
2.674,1.29693
2.676,1.32123
2.678,1.3476
2.68,1.37319
2.682,1.40058
2.684,1.42864
2.686,1.45734
2.688,1.48761
2.69,1.51795
2.692,1.54951
2.694,1.58189
2.696,1.61506
2.698,1.64897
2.7,1.68359
2.702,1.71886
2.704,1.75455
2.706,-1.79114
2.708,-1.82859
2.71,-1.86859
2.712,-1.90777
2.714,-1.944
2.716,-1.9783
2.718,-2.01084
2.72,-2.04157
2.722,-2.06948
2.724,-2.09492
2.726,-2.11831
2.728,-2.13998
2.73,-2.15811
2.732,-2.1742
2.734,-2.18588
2.736,-2.19534
2.738,-2.203
2.74,-2.20921
2.742,-2.21424
2.744,-2.21417
2.746,-2.21713
2.748,-2.21494
2.75,-2.21661
2.752,-2.21797
2.754,-2.21907
2.756,-2.21996
2.758,-2.22068
2.76,-2.22126
2.762,-2.22173
2.764,-2.22212
2.766,-2.22782
2.768,-2.22818
2.77,-2.22847
2.772,-2.23417
2.774,-2.23987
2.776,-2.24021
2.778,-2.2459
2.78,-2.2516
2.782,-2.25197
2.784,-2.25767
2.786,-2.25802
2.788,-2.2637
2.79,-2.26404
2.792,-2.26431
2.794,-2.25896
2.796,-2.25906
2.798,-2.25341
2.8,-2.24758
2.802,2.24162
2.804,2.2294
2.806,2.21687
2.808,2.20412
2.81,2.19123
2.812,2.17136
2.814,2.15121
2.816,2.1309
2.818,2.10294
2.82,2.07474
2.822,2.04645
2.824,2.01816
2.826,1.98996
2.828,1.95322
2.83,-1.91656
2.832,-1.8801
2.834,-1.84391
2.836,-1.80804
2.838,-1.7628
2.84,-1.71797
2.842,-1.67363
2.844,-1.62984
2.846,-1.57606
2.848,-1.5338
2.85,-1.48123
2.852,-1.4295
2.854,-1.37863
2.856,-1.31718
2.858,-1.26857
2.86,-1.20906
2.862,-1.16272
2.864,-1.10522
2.866,-1.049
2.868,-0.994059
2.87,-0.940384
2.872,-0.87552
2.874,-0.824998
2.876,-0.763052
2.878,-0.715588
2.88,-0.656525
2.882,-0.599251
2.884,-0.556536
2.886,-0.50201
2.888,-0.449245
2.89,-0.398212
2.892,-0.361635
2.894,-0.313143
2.896,-0.266361
2.898,-0.221264
2.9,-0.177829
2.902,-0.136034
2.904,-0.0833658
2.906,-0.0457488
2.908,-0.00965077
2.91,0.0372327
2.912,0.0693098
2.914,0.112106
2.916,0.152388
2.918,0.190197
2.92,0.225576
2.922,0.258563
2.924,0.301043
2.926,0.328283
2.928,0.365001
2.93,0.39836
2.932,0.428426
2.934,0.455265
2.936,0.467578
2.938,28.7286
2.94,26.4788
2.942,24.3791
2.944,22.6685
2.946,21.5167
2.948,20.4396
2.95,19.5
2.952,18.7032
2.954,18.0161
2.956,17.3803
2.958,16.941
2.96,16.5977
2.962,16.2468
2.964,16.0605
2.966,15.9321
2.968,15.7837
2.97,15.7243
2.972,15.6614
2.974,15.5023
2.976,15.3764
2.978,15.2075
2.98,14.9164
2.982,14.6422
2.984,14.344
2.986,14.048
2.988,13.7434
2.99,13.4498
2.992,13.07
2.994,12.7575
2.996,12.397
2.998,12.1007
3,11.7519
3.002,11.3805
3.004,11.1165
3.006,10.8274
3.008,-0.0240921
3.01,-0.0258933
3.012,-0.0272362
3.014,-0.0285639
3.016,-0.0298807
3.018,-0.0311902
3.02,-0.0324416
3.022,-0.0339006
3.024,-0.0352884
3.026,-0.0368853
3.028,-0.0384092
3.03,-0.0400552
3.032,-0.0418273
3.034,-0.043727
3.036,-0.0457547
3.038,-0.0476852
3.04,-0.0501375
3.042,-0.0524129
3.044,-0.0552944
3.046,-0.0579411
3.048,-0.0608582
3.05,-0.0644733
3.052,-0.0677647
3.054,-0.0713396
3.056,-0.0751988
3.058,-0.0793406
3.06,-0.0837612
3.062,-0.0889096
3.064,-0.0936186
3.066,-0.098599
3.068,-0.103844
3.07,-0.109348
3.072,-0.115102
3.074,-0.121439
3.076,-0.127389
3.078,-0.133585
3.08,-0.140238
3.082,-0.14662
3.084,-0.153353
3.086,-0.159934
3.088,-0.166765
3.09,-0.173552
3.092,-0.180494
3.094,-0.187314
3.096,-0.194037
3.098,-0.200684
3.1,-0.207273
3.102,-0.213819
3.104,-0.220335
3.106,-0.226833
3.108,-0.233322
3.11,-0.239004
3.112,-0.245235
3.114,-0.251506
3.116,-0.256801
3.118,-0.262918
3.12,-0.269102
3.122,-0.274161
3.124,-0.280257
3.126,-0.285119
3.128,-0.289758
3.13,-0.295717
3.132,-0.30178
3.134,-0.306425
3.136,-0.310895
3.138,-0.316906
3.14,-0.321346
3.142,-0.32741
3.144,-0.333587
3.146,-0.338124
3.148,-0.344351
3.15,-0.35069
3.152,-0.355319
3.154,-0.361704
3.156,-0.366309
3.158,-0.372751
3.16,-0.379304
3.162,-0.384013
3.164,-0.390617
3.166,-0.39531
3.168,-0.401973
3.17,-0.406662
3.172,-0.411233
3.174,-0.417927
3.176,-0.422529
3.178,-0.427035
3.18,-0.431461
3.182,-0.435819
3.184,-0.440122
3.186,-0.444378
3.188,-0.448596
3.19,-0.452784
3.192,-0.456946
3.194,-0.461088
3.196,-0.462454
3.198,-0.466429
3.2,-0.467521
3.202,-0.471392
3.204,-0.472283
3.206,-0.473005
3.208,-0.47359
3.21,-0.474064
3.212,-0.474448
3.214,-0.474759
3.216,-0.47501
3.218,-0.475214
3.22,-0.471796
3.222,-0.471868
3.224,-0.468202
3.226,-0.464394
3.228,-0.464394
3.23,0.460482
3.232,0.456501
3.234,0.452476
3.236,0.444221
3.238,0.440159
3.24,0.43174
3.242,0.427747
3.244,0.419286
3.246,0.410832
3.248,0.407085
3.25,0.393957
3.252,0.385698
3.254,0.377538
3.256,0.369486
3.258,0.361545
3.26,0.348683
3.262,0.341119
3.264,0.328528
3.266,0.321366
3.268,0.309094
3.27,0.297062
3.272,0.290607
3.274,0.278919
3.276,0.267495
3.278,0.256337
3.28,0.245449
3.282,0.234827
3.284,0.224469
3.286,0.21437
3.288,0.204525
3.29,0.194929
3.292,0.185575
3.294,0.176457
3.296,0.167571
3.298,0.15891
