"Time","input"
0,0
0.002,0
0.004,0
0.006,0
0.008,0
0.01,0
0.012,0
0.014,0
0.016,0
0.018,0
0.02,0
0.022,0
0.024,0
0.026,0
0.028,0
0.03,0
0.032,0
0.034,0
0.036,0
0.038,0
0.04,0
0.042,0
0.044,0
0.046,0
0.048,0
0.05,0
0.052,0
0.054,0
0.056,0
0.058,0
0.06,0
0.062,0
0.064,0
0.066,0
0.068,0
0.07,0
0.072,0
0.074,0
0.076,0
0.078,0
0.08,0
0.082,0
0.084,0
0.086,0
0.088,0
0.09,0
0.092,0
0.094,0
0.096,0
0.098,0
0.1,0
0.102,0
0.104,0
0.106,0
0.108,0
0.11,0
0.112,0
0.114,0
0.116,0
0.118,0
0.12,0
0.122,0
0.124,0
0.126,0
0.128,0
0.13,0
0.132,0
0.134,0
0.136,0
0.138,0
0.14,0
0.142,0
0.144,0
0.146,0
0.148,0
0.15,0
0.152,0
0.154,0
0.156,0
0.158,0
0.16,0
0.162,0
0.164,0
0.166,0
0.168,0
0.17,0
0.172,0
0.174,0
0.176,0
0.178,0
0.18,0
0.182,0
0.184,0
0.186,0
0.188,0
0.19,0
0.192,0
0.194,0
0.196,0
0.198,0
0.2,0
0.202,0
0.204,0
0.206,0
0.208,0
0.21,0
0.212,0
0.214,0
0.216,0
0.218,0
0.22,0
0.222,0
0.224,0
0.226,0
0.228,0
0.23,0
0.232,0
0.234,0
0.236,0
0.238,0
0.24,0
0.242,0
0.244,0
0.246,0
0.248,0
0.25,0
0.252,0
0.254,0
0.256,0
0.258,0
0.26,0
0.262,0
0.264,0
0.266,0
0.268,0
0.27,0
0.272,0
0.274,0
0.276,0
0.278,0
0.28,0
0.282,0
0.284,0
0.286,0
0.288,0
0.29,0
0.292,0
0.294,0
0.296,0
0.298,0
0.3,0
0.302,0
0.304,0
0.306,0
0.308,0
0.31,0
0.312,0
0.314,0
0.316,0
0.318,0
0.32,0
0.322,0
0.324,0
0.326,0
0.328,0
0.33,0
0.332,0
0.334,0
0.336,0
0.338,0
0.34,0
0.342,0
0.344,0
0.346,0
0.348,0
0.35,0
0.352,0
0.354,0
0.356,0
0.358,0
0.36,0
0.362,0
0.364,0
0.366,0
0.368,0
0.37,0
0.372,0
0.374,0
0.376,0
0.378,0
0.38,0
0.382,0
0.384,0
0.386,0
0.388,0
0.39,0
0.392,0
0.394,0
0.396,0
0.398,0
0.4,0
0.402,0
0.404,0
0.406,0
0.408,0
0.41,0
0.412,0
0.414,0
0.416,0
0.418,0
0.42,0
0.422,0
0.424,0
0.426,0
0.428,0
0.43,0
0.432,0
0.434,0
0.436,0
0.438,0
0.44,0
0.442,0
0.444,0
0.446,0
0.448,0
0.45,0
0.452,0
0.454,0
0.456,0
0.458,0
0.46,0
0.462,0
0.464,0
0.466,0
0.468,0
0.47,0
0.472,0
0.474,0
0.476,0
0.478,0
0.48,0
0.482,0
0.484,0
0.486,0
0.488,0
0.49,0
0.492,0
0.494,0
0.496,0
0.498,0
0.5,0
0.502,0
0.504,0
0.506,0
0.508,0
0.51,0
0.512,0
0.514,0
0.516,0
0.518,0
0.52,0
0.522,0
0.524,0
0.526,0
0.528,0
0.53,0
0.532,0
0.534,0
0.536,0
0.538,0
0.54,0
0.542,0
0.544,0
0.546,0
0.548,0
0.55,0
0.552,0
0.554,0
0.556,0
0.558,0
0.56,0
0.562,0
0.564,0
0.566,0
0.568,0
0.57,0
0.572,0
0.574,0
0.576,0
0.578,0
0.58,0
0.582,0
0.584,0
0.586,0
0.588,0
0.59,0
0.592,0
0.594,0
0.596,0
0.598,0
0.6,0
0.602,0
0.604,0
0.606,0
0.608,0
0.61,0
0.612,0
0.614,0
0.616,0
0.618,0
0.62,0
0.622,0
0.624,0
0.626,0
0.628,0
0.63,0
0.632,0
0.634,0
0.636,0
0.638,0
0.64,0
0.642,0
0.644,0
0.646,0
0.648,0
0.65,0
0.652,0
0.654,0
0.656,0
0.658,0
0.66,0
0.662,0
0.664,0
0.666,0
0.668,0
0.67,0
0.672,0
0.674,0
0.676,0
0.678,0
0.68,0
0.682,0
0.684,0
0.686,0
0.688,0
0.69,0
0.692,0
0.694,0
0.696,0
0.698,0
0.7,0
0.702,0
0.704,0
0.706,0
0.708,0
0.71,0
0.712,0
0.714,0
0.716,0
0.718,0
0.72,0
0.722,0
0.724,0
0.726,0
0.728,0
0.73,0
0.732,0
0.734,0
0.736,0
0.738,0
0.74,0
0.742,0
0.744,0
0.746,0
0.748,0
0.75,0
0.752,0
0.754,0
0.756,0
0.758,0
0.76,0
0.762,0
0.764,0
0.766,0
0.768,0
0.77,0
0.772,0
0.774,0
0.776,0
0.778,0
0.78,0
0.782,0
0.784,0
0.786,0
0.788,0
0.79,0
0.792,0
0.794,0
0.796,0
0.798,0
0.8,0
0.802,0
0.804,0
0.806,0
0.808,0
0.81,0
0.812,0
0.814,0
0.816,0
0.818,0
0.82,0
0.822,0
0.824,0
0.826,0
0.828,0
0.83,0
0.832,0
0.834,0
0.836,0
0.838,0
0.84,0
0.842,0
0.844,0
0.846,0
0.848,0
0.85,0
0.852,0
0.854,0
0.856,0
0.858,0
0.86,0
0.862,0
0.864,0
0.866,0
0.868,0
0.87,0
0.872,0
0.874,0
0.876,0
0.878,0
0.88,0
0.882,0
0.884,0
0.886,0
0.888,0
0.89,0
0.892,0
0.894,0
0.896,0
0.898,0
0.9,0
0.902,0
0.904,0
0.906,0
0.908,0
0.91,0
0.912,0
0.914,0
0.916,0
0.918,0
0.92,0
0.922,0
0.924,0
0.926,0
0.928,0
0.93,0
0.932,0
0.934,0
0.936,0
0.938,0
0.94,0
0.942,0
0.944,0
0.946,0
0.948,0
0.95,0
0.952,0
0.954,0
0.956,0
0.958,0
0.96,0
0.962,0
0.964,0
0.966,0
0.968,0
0.97,0
0.972,0
0.974,0
0.976,0
0.978,0
0.98,0
0.982,0
0.984,0
0.986,0
0.988,0
0.99,0
0.992,0
0.994,0
0.996,0
0.998,0
1,0.2
1.002,0.2
1.004,0.2
1.006,0.2
1.008,0.2
1.01,0.2
1.012,0.2
1.014,0.2
1.016,0.2
1.018,0.2
1.02,0.2
1.022,0.2
1.024,0.2
1.026,0.2
1.028,0.2
1.03,0.2
1.032,0.2
1.034,0.2
1.036,0.2
1.038,0.2
1.04,0.2
1.042,0.2
1.044,0.2
1.046,0.2
1.048,0.2
1.05,0.2
1.052,0.2
1.054,0.2
1.056,0.2
1.058,0.2
1.06,0.2
1.062,0.2
1.064,0.2
1.066,0.2
1.068,0.2
1.07,0.2
1.072,0.2
1.074,0.2
1.076,4.12762
1.078,4.12763
1.08,4.12764
1.082,4.12749
1.084,4.12752
1.086,4.12731
1.088,4.12736
1.09,4.12666
1.092,4.1263
1.094,4.12591
1.096,4.12551
1.098,4.12426
1.1,3.92284
1.102,3.92131
1.104,3.91969
1.106,3.91801
1.108,3.91628
1.11,3.91273
1.112,3.91099
1.114,3.90713
1.116,3.90314
1.118,3.89905
1.12,3.89754
1.122,3.89048
1.124,3.88624
1.126,3.88196
1.128,3.87765
1.13,3.86983
1.132,3.86558
1.134,3.85749
1.136,3.85329
1.138,3.84494
1.14,3.83652
1.142,3.82803
1.144,3.81949
1.146,3.81562
1.148,3.80674
1.15,3.79779
1.152,3.78876
1.154,3.77964
1.156,3.77042
1.158,3.76108
1.16,3.75162
1.162,3.74203
1.164,3.73229
1.166,3.7224
1.168,3.71235
1.17,3.70213
1.172,3.69791
1.174,3.68704
1.176,3.67601
1.178,3.66481
1.18,3.65344
1.182,3.6484
1.184,3.63637
1.186,3.62417
1.188,3.61848
1.19,3.60565
1.192,3.59942
1.194,3.586
1.196,3.57927
1.198,3.5721
1.2,3.55774
1.202,3.55017
1.204,3.54222
1.206,3.53391
1.208,3.52527
1.21,3.51633
1.212,3.5071
1.214,3.49761
1.216,3.49469
1.218,3.48442
1.22,3.47396
1.222,3.47011
1.224,3.45903
1.226,3.45457
1.228,3.44967
1.23,3.43772
1.232,3.4324
1.234,3.42673
1.236,3.42074
1.238,3.41447
1.24,3.40796
1.242,3.40764
1.244,3.40045
1.246,3.39941
1.248,3.39172
1.25,3.38394
1.252,3.38227
1.254,3.38023
1.256,3.37788
1.258,3.37527
1.26,3.37243
1.262,3.36939
1.264,3.3662
1.266,3.36286
1.268,3.35939
1.27,3.3614
1.272,3.35757
1.274,3.35369
1.276,3.35518
1.278,3.35638
1.28,3.35215
1.282,3.35312
1.284,3.35391
1.286,3.35455
1.288,3.35507
1.29,3.35548
1.292,3.36055
1.294,3.36073
1.296,3.36088
1.298,3.36549
1.3,3.36989
1.302,3.3699
1.304,-3.37413
1.306,-3.37825
1.308,-3.38227
1.31,-3.38623
1.312,-3.39386
1.314,-3.39771
1.316,-3.40502
1.318,-3.41217
1.32,-3.41921
1.322,-3.42618
1.324,-3.43587
1.326,-3.44533
1.328,-3.45463
1.33,-3.46381
1.332,-3.47293
1.334,-3.482
1.336,-3.49261
1.338,-3.50305
1.34,-3.51436
1.342,-3.52469
1.344,-3.53547
1.346,-3.54607
1.348,-3.55656
1.35,-3.56699
1.352,-3.57669
1.354,-3.58621
1.356,-3.5956
1.358,-3.60321
1.36,-3.61057
1.362,-3.61774
1.364,-3.62476
1.366,-3.62849
1.368,-3.63195
1.37,-3.63519
1.372,-3.63383
1.374,-3.63213
1.376,-3.63011
1.378,-3.62204
1.38,-3.61354
1.382,-3.60463
1.384,-3.58809
1.386,-3.57873
1.388,-3.56075
1.39,-3.53357
1.392,-3.51495
1.394,-3.48605
1.396,-3.46658
1.398,-3.43579
1.4,-3.40425
1.402,-3.37188
1.404,-3.33861
1.406,-3.31646
1.408,-3.28042
1.41,-3.2433
1.412,-3.21806
1.414,-3.17776
1.416,-3.14983
1.418,-3.12
1.42,-3.08829
1.422,-3.05473
1.424,-3.03357
1.426,-2.99547
1.428,-2.97017
1.43,-2.9424
1.432,-2.91229
1.434,-2.87998
1.436,-2.86025
1.438,-2.82292
1.44,-2.79858
1.442,-2.77163
1.444,-2.74228
1.446,-2.71074
1.448,-2.6918
1.45,-2.66994
1.452,-2.63101
1.454,-2.60521
1.456,-2.57716
1.458,-2.56139
1.46,-2.52855
1.462,-2.50832
1.464,-2.48568
1.466,-2.46092
1.468,-2.43426
1.47,-2.40591
1.472,-2.37606
1.474,-2.35842
1.476,-2.3386
1.478,-2.31688
1.48,-2.29347
1.482,-2.2686
1.484,-2.24242
1.486,-2.2279
1.488,-2.19879
1.49,-2.18147
1.492,-2.16258
1.494,-2.14232
1.496,-2.13298
1.498,-2.10979
1.5,-2.09761
1.502,-2.07223
1.504,-2.0579
1.506,-2.04234
1.508,-2.03693
1.51,-2.01876
1.512,-1.99987
1.514,-1.99119
1.516,-1.98125
1.518,-1.97023
1.52,-1.9583
1.522,-1.94558
1.524,-1.94222
1.526,-1.93759
1.528,-1.92224
1.53,-1.91617
1.532,-1.90927
1.534,1.91088
1.536,1.90225
1.538,1.90207
1.54,1.90096
1.542,1.89909
1.544,1.89657
1.546,1.89352
1.548,1.89003
1.55,1.89411
1.552,1.89741
1.554,1.90009
1.556,1.90226
1.558,1.90401
1.56,1.90543
1.562,1.90659
1.564,1.91438
1.566,1.92166
1.568,1.92854
1.57,1.93511
1.572,1.94144
1.574,-1.95362
1.576,-1.95955
1.578,1.97114
1.58,1.98249
1.582,1.99366
1.584,2.00472
1.586,2.02077
1.588,2.03174
1.59,2.04748
1.592,2.06314
1.594,2.07877
1.596,2.09442
1.598,2.11014
1.6,2.12986
1.602,2.14586
1.604,2.16561
1.606,2.18546
1.608,2.20544
1.61,2.22864
1.612,2.24913
1.614,2.2725
1.616,2.29608
1.618,2.31755
1.62,2.34356
1.622,2.36788
1.624,2.39244
1.626,2.41885
1.628,2.44555
1.63,2.47256
1.632,2.49987
1.634,2.52745
1.636,2.55588
1.638,2.58465
1.64,2.61376
1.642,2.64318
1.644,2.67289
1.646,2.70284
1.648,2.73218
1.65,2.76185
1.652,2.79181
1.654,2.822
1.656,2.85047
1.658,2.87922
1.66,2.91071
1.662,2.93659
1.664,2.96588
1.666,2.99173
1.668,3.0177
1.67,3.0437
1.672,3.06966
1.674,3.0906
1.676,3.11149
1.678,3.13222
1.68,3.14658
1.682,3.16071
1.684,3.17451
1.686,3.18034
1.688,3.18573
1.69,3.19055
1.692,3.1856
1.694,3.17994
1.696,3.16321
1.698,3.15639
1.7,3.13704
1.702,3.1046
1.704,3.08355
1.706,3.04786
1.708,3.01072
1.71,2.97197
1.712,2.94617
1.714,2.90277
1.716,2.85734
1.718,2.82582
1.72,2.79131
1.722,2.75376
1.724,2.71316
1.726,2.68673
1.728,2.65624
1.73,2.62185
1.732,2.60137
1.734,2.57611
1.736,2.54637
1.738,2.51244
1.74,2.49248
1.742,2.46754
1.744,2.43807
1.746,2.4222
1.748,2.40112
1.75,2.37536
1.752,2.34536
1.754,2.31153
1.756,2.29163
1.758,2.26722
1.76,2.23881
1.762,2.2068
1.764,2.1885
1.766,2.16596
1.768,2.1231
1.77,2.09477
1.772,2.07971
1.774,2.04444
1.776,2.02296
1.778,1.99822
1.78,1.97063
1.782,1.94053
1.784,1.90825
1.786,1.88928
1.788,1.85238
1.79,1.82908
1.792,1.80346
1.794,1.77583
1.796,1.76084
1.798,1.729
1.8,1.71002
1.802,1.68893
1.804,-1.66602
1.806,-1.64153
1.808,-1.62899
1.81,-1.60115
1.812,-1.58537
1.814,-1.56785
1.816,-1.53623
1.818,-1.52917
1.82,-1.50769
1.822,-1.48529
1.824,-1.47402
1.826,-1.44945
1.828,-1.43602
1.83,-1.42135
1.832,-1.40562
1.834,-1.40003
1.836,-1.382
1.838,-1.37411
1.84,-1.35444
1.842,-1.34486
1.844,-1.33429
1.846,-1.3329
1.848,-1.32024
1.85,-1.30705
1.852,-1.30296
1.854,-1.29784
1.856,-1.28265
1.858,-1.27643
1.86,-1.2784
1.862,-1.27047
1.864,-1.26211
1.866,-1.26184
1.868,-1.26073
1.87,-1.25891
1.872,-1.25651
1.874,-1.25363
1.876,-1.25035
1.878,-1.25423
1.88,-1.25005
1.882,-1.25292
1.884,-1.25525
1.886,-1.25713
1.888,-1.25866
1.89,-1.2599
1.892,-1.2674
1.894,-1.26804
1.896,-1.27482
1.898,-1.28122
1.9,-1.28735
1.902,-1.29326
1.904,1.30465
1.906,1.31021
1.908,1.32109
1.91,1.32653
1.912,1.33713
1.914,1.35256
1.916,1.36297
1.918,1.37338
1.92,1.38838
1.922,1.40332
1.924,1.41402
1.926,1.43312
1.928,1.44825
1.93,1.46352
1.932,1.48264
1.934,1.49836
1.936,1.51771
1.938,1.53728
1.94,1.55709
1.942,1.58016
1.944,1.60071
1.946,1.62425
1.948,1.6456
1.95,1.66968
1.952,1.69415
1.954,1.72114
1.956,1.74668
1.958,1.7726
1.96,1.8006
1.962,1.82911
1.964,-1.85814
1.966,-1.88767
1.968,-1.91872
1.97,-1.9504
1.972,-1.98208
1.974,-2.01462
1.976,-2.04775
1.978,-2.08144
1.98,-2.11558
1.982,-2.1507
1.984,-2.1858
1.986,-2.22152
1.988,-2.25782
1.99,-2.29463
1.992,-2.33189
1.994,-2.36809
1.996,-2.4049
1.998,-2.44225
